Month,Year,Corporate Entity,Pipeline Name,Key Point,Latitude,Longitude,Direction of Flow,Trade Type,Product,Throughput (1000 m3/d),Nameplate Capacity (1000 m3/d),Available Capacity (1000 m3/d),Reason For Variance
10,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,3,,49,
10,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7,,49,
10,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,2,,49,
10,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,24,,49,
10,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,13,,49,
10,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,49,
11,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,50,
11,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,50,
11,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8,,50,
11,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1,,50,
11,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,25,,50,
11,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,8,,50,
11,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,1,,50,
12,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,47,Carryover
12,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,47,Carryover
12,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,9,,47,Carryover
12,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1,,47,Carryover
12,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,25,,47,Carryover
12,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9,,47,Carryover
12,2010,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,47,Carryover
1,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,46,Carryover
1,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,46,Carryover
1,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8,,46,Carryover
1,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,2,,46,Carryover
1,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21,,46,Carryover
1,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7,,46,Carryover
1,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,46,Carryover
2,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,44,Maintenance; carryover
2,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,44,Maintenance; carryover
2,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7,,44,Maintenance; carryover
2,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1,,44,Maintenance; carryover
2,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,23,,44,Maintenance; carryover
2,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9,,44,Maintenance; carryover
2,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,44,Maintenance; carryover
3,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,48,
3,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,48,
3,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,6,,48,
3,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,48,
3,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,28,,48,
3,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7,,48,
3,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,48,
4,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,49,
4,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,49,
4,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,4,,49,
4,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,49,
4,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,22,,49,
4,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,6,,49,
4,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,49,
5,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,45,Maintenance
5,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,45,Maintenance
5,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5,,45,Maintenance
5,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,45,Maintenance
5,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,20,,45,Maintenance
5,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,8,,45,Maintenance
5,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,45,Maintenance
6,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,38,Carryover
6,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,38,Carryover
6,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,6,,38,Carryover
6,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,38,Carryover
6,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,22,,38,Carryover
6,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,5,,38,Carryover
6,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,38,Carryover
7,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,41,
7,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,41,
7,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,9,,41,
7,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,41,
7,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,19,,41,
7,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7,,41,
7,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,41,
8,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,42,
8,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,42,
8,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,10,,42,
8,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,42,
8,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21,,42,
8,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,6,,42,
8,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,42,
9,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,43,
9,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,43,
9,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,10,,43,
9,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,43,
9,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21,,43,
9,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9,,43,
9,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,43,
10,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,45,Maintenance
10,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,5,,45,Maintenance
10,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8,,45,Maintenance
10,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,45,Maintenance
10,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,22,,45,Maintenance
10,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,4,,45,Maintenance
10,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,45,Maintenance
11,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,45,
11,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,6,,45,
11,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8,,45,
11,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,45,
11,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,23,,45,
11,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7,,45,
11,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,45,
12,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,36,Maintenance; carryover
12,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,36,Maintenance; carryover
12,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8,,36,Maintenance; carryover
12,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,36,Maintenance; carryover
12,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21,,36,Maintenance; carryover
12,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9,,36,Maintenance; carryover
12,2011,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,36,Maintenance; carryover
1,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,41,Pressure Restriction; heavy percentage
1,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,41,Pressure Restriction; heavy percentage
1,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,9,,41,Pressure Restriction; heavy percentage
1,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,3,,41,Pressure Restriction; heavy percentage
1,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,20,,41,Pressure Restriction; heavy percentage
1,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,3,,41,Pressure Restriction; heavy percentage
1,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,41,Pressure Restriction; heavy percentage
2,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,44,Pressure Restriction; heavy percentage
2,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,44,Pressure Restriction; heavy percentage
2,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,11,,44,Pressure Restriction; heavy percentage
2,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,2,,44,Pressure Restriction; heavy percentage
2,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,20,,44,Pressure Restriction; heavy percentage
2,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7,,44,Pressure Restriction; heavy percentage
2,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,1,,44,Pressure Restriction; heavy percentage
3,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,43,Pressure Restriction; heavy percentage; maintenance
3,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,43,Pressure Restriction; heavy percentage; maintenance
3,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7,,43,Pressure Restriction; heavy percentage; maintenance
3,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,43,Pressure Restriction; heavy percentage; maintenance
3,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,19,,43,Pressure Restriction; heavy percentage; maintenance
3,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9,,43,Pressure Restriction; heavy percentage; maintenance
3,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,43,Pressure Restriction; heavy percentage; maintenance
4,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,47,Heavy percentage; maintenance
4,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,9,,47,Heavy percentage; maintenance
4,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5,,47,Heavy percentage; maintenance
4,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1,,47,Heavy percentage; maintenance
4,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,19,,47,Heavy percentage; maintenance
4,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,12,,47,Heavy percentage; maintenance
4,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,47,Heavy percentage; maintenance
5,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,46,Heavy percentage
5,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,46,Heavy percentage
5,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7,,46,Heavy percentage
5,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1,,46,Heavy percentage
5,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,20,,46,Heavy percentage
5,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,10,,46,Heavy percentage
5,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,4,,46,Heavy percentage
6,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,46,Heavy percentage
6,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,46,Heavy percentage
6,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,5,,46,Heavy percentage
6,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1,,46,Heavy percentage
6,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,23,,46,Heavy percentage
6,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,10,,46,Heavy percentage
6,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,46,Heavy percentage
7,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,45,Heavy percentage; maintenance
7,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,45,Heavy percentage; maintenance
7,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7,,45,Heavy percentage; maintenance
7,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1,,45,Heavy percentage; maintenance
7,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,20,,45,Heavy percentage; maintenance
7,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,11,,45,Heavy percentage; maintenance
7,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,45,Heavy percentage; maintenance
8,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,49,Heavy percentage; maintenance
8,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,49,Heavy percentage; maintenance
8,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,9,,49,Heavy percentage; maintenance
8,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,49,Heavy percentage; maintenance
8,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,23,,49,Heavy percentage; maintenance
8,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,6,,49,Heavy percentage; maintenance
8,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,2,,49,Heavy percentage; maintenance
9,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,46,Heavy percentage
9,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,8,,46,Heavy percentage
9,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8,,46,Heavy percentage
9,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,46,Heavy percentage
9,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,24,,46,Heavy percentage
9,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,9,,46,Heavy percentage
9,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,2,,46,Heavy percentage
10,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,42,Heavy percentage; maintenance
10,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,6,,42,Heavy percentage; maintenance
10,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7,,42,Heavy percentage; maintenance
10,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,42,Heavy percentage; maintenance
10,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,23,,42,Heavy percentage; maintenance
10,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,7,,42,Heavy percentage; maintenance
10,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,1,,42,Heavy percentage; maintenance
11,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,43,Heavy percentage; maintenance
11,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,43,Heavy percentage; maintenance
11,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,7,,43,Heavy percentage; maintenance
11,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,1,,43,Heavy percentage; maintenance
11,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,19,,43,Heavy percentage; maintenance
11,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,11,,43,Heavy percentage; maintenance
11,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,43,Heavy percentage; maintenance
12,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic heavy,0,,44,Heavy percentage; carry over
12,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,domestic light,7,,44,Heavy percentage; carry over
12,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Burnaby,49.2685,-122.931,west,intracanada,refined petroleum products,8,,44,Heavy percentage; carry over
12,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic heavy,0,,44,Heavy percentage; carry over
12,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Sumas,49.0766,-122.203,south,export,domestic light,21,,44,Heavy percentage; carry over
12,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic heavy,10,,44,Heavy percentage; carry over
12,2012,Trans Mountain Pipeline ULC,Trans Mountain Pipeline,Westridge,49.2908,-122.95,west,export,domestic light,0,,44,Heavy percentage; carry over
